Time(ns),Utilization(%)
12715312,87.74
12716277,87.45
12716933,87.24
12736638,87.31
12759927,87.34
12780156,87.48
12800104,87.49
12801049,87.29
12801730,87.10
12822136,87.18
12823185,87.15
12846363,87.18
12869996,87.21
12893639,87.24
12915318,87.35
12935403,87.48
12936504,87.44
12959435,87.46
12983079,87.49
13006783,87.51
13007970,87.32
13028167,87.44
13029090,87.23
13048785,87.39
13072261,87.43
13092045,87.55
13093077,87.41
13113321,87.45
13114407,87.32
13134150,87.43
13155061,87.50
13156239,87.33
13176010,87.46
13199834,87.49
13223753,87.51
13245202,87.55
13268775,87.57
13289756,87.60
13313698,87.63
13340715,87.65
13366307,87.68
13390396,87.71
13411223,87.80
13412287,87.74
13435928,87.77
13460420,87.80
13480804,87.90
13481962,87.80
13505479,87.83
13529713,87.86
13549888,87.99
13551055,87.76
13571597,87.79
13593706,87.91
13618007,87.94
13642330,87.97
13665296,88.00
13690386,88.03
13711970,88.08
13733311,88.09
13757426,88.11
13782362,88.14
13808938,88.16
13833887,88.18
13855610,88.19
13879999,88.21
13901537,88.29
13902518,88.18
13922676,88.30
13944268,88.31
13969831,88.34
13970903,88.18
13991531,88.31
14013086,88.31
14034342,88.32
14060093,88.33
14085680,88.35
14110857,88.39
14136016,88.41
14137181,88.19
14137981,88.15
14159649,88.27
14160681,88.26
14183126,88.33
14208512,88.36
14230452,88.44
14255646,88.47
14282534,88.49
14308839,88.52
14337738,88.55
14364086,88.58
14365362,88.47
14390564,88.50
14416322,88.52
14442164,88.55
14465645,88.61
14492592,88.64
14493856,88.44
14516308,88.50
14538826,88.58
14564568,88.60
14589106,88.63
14612707,88.65
14634631,88.71
14635583,88.61
14660895,88.63
14683863,88.64
14705826,88.72
14731694,88.75
14754431,88.81
14755386,88.76
14756152,88.67
14782705,88.70
14783876,88.69
14810105,88.71
14833379,88.71
14859256,88.73
14860465,88.65
14861140,88.60
14861862,88.50
14885175,88.54
14910958,88.57
14912116,88.54
14912820,88.48
14934895,88.60
14957661,88.66
14958740,88.66
14984454,88.69
15008174,88.70
15031444,88.81
15054456,88.87
15055467,88.67
15077660,88.77
15099987,88.83
15100923,88.81
15126841,88.84
15153674,88.87
15180174,88.89
15203969,88.89
15204931,88.63
15227283,88.78
15228243,88.65
15228948,88.57
15229677,88.32
15256021,88.35
15279346,88.50
15303986,88.52
15334066,88.54
15335367,88.48
15361971,88.50
15385972,88.54
15412389,88.56
15435534,88.63
15461767,88.66
15488604,88.68
15515962,88.70
15541046,88.70
15567725,88.72
15568787,88.60
15591320,88.71
15614604,88.79
15638557,88.84
15662548,88.87
15689384,88.88
15716789,88.89
15743762,88.91
15744949,88.79
15771523,88.81
15796948,88.86
15824207,88.88
15851574,88.91
15852731,88.78
15879567,88.80
15880662,88.72
15881311,88.47
15904919,88.63
15905972,88.38
15906696,88.13
15929271,88.38
15953243,88.38
15979950,88.41
16003895,88.57
16004899,88.34
16028362,88.48
16052455,88.51
16080680,88.53
16108719,88.55
16109965,88.41
16136897,88.44
16164296,88.47
16191708,88.49
16192839,88.31
16216741,88.39
16239947,88.51
16240900,88.31
16241661,88.12
16266312,88.18
16290818,88.22
16319037,88.24
16346850,88.36
16374823,88.39
16375963,88.17
16376600,88.00
16377320,87.88
16377963,87.73
16378660,87.69
16403172,87.69
16427034,87.79
16428055,87.69
16451586,87.69
16475294,87.79
16503052,87.82
16528189,87.85
16529151,87.64
16529914,87.57
16554435,87.63
16578594,87.66
16605999,87.69
16631816,87.80
16655933,87.89
16683523,87.91
16708086,87.96
16735647,87.99
16736987,87.94
16764494,87.96
16792495,87.98
16817435,88.07
16842691,88.13
16867203,88.17
16896672,88.18
16924922,88.20
16953067,88.21
16981463,88.22
17009747,88.25
17010810,88.11
17039068,88.13
17067586,88.15
17091987,88.28
17092883,88.14
17093726,87.89
17118255,87.97
17143624,88.13
17168524,88.21
17196948,88.23
17222434,88.28
17247313,88.36
17275853,88.38
17301909,88.38
17326750,88.39
17358725,88.42
17359945,88.18
17385320,88.23
17410540,88.23
17439950,88.25
17441084,88.13
17466904,88.30
17495927,88.33
17497040,88.19
17525576,88.21
17526729,88.16
17551357,88.27
17580290,88.28
17581472,88.22
17607423,88.29
17636632,88.31
17665929,88.33
17667044,88.31
17696887,88.33
17726233,88.35
17755786,88.36
17756961,88.12
17783308,88.13
17812195,88.16
17838120,88.27
17863500,88.27
17864523,88.25
17893152,88.27
17894270,88.09
17923379,88.12
17949260,88.24
17950174,88.16
17950845,88.11
17977827,88.17
17978803,88.06
18007849,88.07
18037534,88.10
18063188,88.10
18089010,88.16
18090069,88.15
18090713,87.98
18115467,88.12
18116385,87.99
18117066,87.81
18142534,87.90
18171789,87.92
18198449,87.97
18223780,88.06
18252705,88.09
18253938,88.03
18284354,88.04
18285430,87.97
18310618,88.08
18342806,88.10
18344195,87.99
18369828,88.08
18394768,88.17
18395800,88.11
18396534,87.91
18422271,88.02
18451484,88.04
18480875,88.06
18482028,87.92
18508070,88.00
18537715,88.02
18538933,88.00
18539701,87.88
18540430,87.70
18567645,87.70
18592885,87.86
18619642,87.88
18620634,87.76
18621308,87.55
18621973,87.34
18648345,87.39
18674416,87.46
18675380,87.25
18721212,87.28
18722501,87.21
18748818,87.31
18749761,87.22
18778731,87.24
18805748,87.31
18806750,87.12
18832372,87.26
18863094,87.29
18893078,87.32
18894418,87.29
18895113,87.17
18921794,87.20
18948153,87.24
18977648,87.26
19004745,87.29
19005678,87.08
19006403,86.96
19031924,87.17
19061645,87.20
19062816,87.15
19088400,87.27
19115313,87.32
19142386,87.38
19173216,87.41
19203916,87.42
19205015,87.26
19231291,87.36
19257880,87.36
19287591,87.38
19314899,87.40
19315781,87.27
19348918,87.29
